,BikeTypeCat,AgeBandCat,IncomeBandCat,MaritalStatusCat,OccupationCat,CommuteDistanceCat,GenderCat,ChildrenAtHomeCat,CountryRegionCodeCat,HouseOwnerFlagCat,EducationCat
12161,1,2,1,1,1,1,1,1,5,1,0
12162,1,3,0,1,0,3,1,0,3,0,3
12163,1,3,0,0,0,0,1,0,3,1,1
12164,2,3,2,0,1,0,0,0,0,1,1
12165,1,4,0,1,2,1,0,1,2,0,3
12166,0,3,0,0,0,0,1,0,4,1,1
12167,0,4,2,0,3,4,1,1,2,1,3
12168,1,3,0,0,0,0,1,0,4,0,0
12169,0,4,1,0,3,2,0,1,5,1,2
12170,0,5,1,0,3,3,0,1,5,1,3
12171,0,3,1,0,3,0,1,0,5,1,1
12172,0,3,1,0,4,4,1,0,0,1,3
12173,1,3,1,0,3,0,1,1,0,0,0
12174,1,5,0,0,0,1,1,1,0,0,4
12175,1,2,1,1,3,2,1,0,0,1,0
12176,2,3,1,1,3,3,1,0,5,1,1
12177,1,5,1,0,4,2,0,1,5,1,4
12178,1,5,1,1,1,2,1,0,1,1,0
12179,1,4,1,1,3,3,0,0,5,1,3
12180,1,3,1,0,3,4,0,1,1,1,3
12181,1,3,1,0,4,3,1,1,5,1,0
12182,1,2,1,1,4,1,1,0,5,0,3
12183,1,5,0,0,3,1,0,0,5,0,3
12184,1,2,1,0,1,1,0,0,5,1,0
12185,1,4,1,0,3,3,0,0,5,1,0
12186,1,3,0,1,0,0,1,1,4,0,0
12187,1,4,2,0,3,4,0,1,2,1,2
12188,2,3,0,1,2,0,1,1,2,1,2
12189,2,2,0,0,0,0,0,0,3,1,1
12190,2,4,2,1,3,4,0,1,3,1,3
12191,2,5,0,0,0,1,0,0,0,1,3
12192,1,2,0,1,0,3,0,0,3,0,3
12193,1,3,0,1,0,3,1,0,3,0,3
12194,2,3,2,0,3,2,0,1,0,1,4
12195,0,3,0,0,0,0,0,0,2,1,0
12196,0,2,0,0,0,0,1,0,3,1,0
12197,0,3,1,1,4,0,0,0,4,1,1
12198,1,3,0,0,3,0,0,0,3,0,0
12199,1,3,0,0,0,0,0,0,2,0,0
12200,1,5,1,0,1,3,1,0,5,1,0
12201,2,3,0,0,3,0,0,0,2,0,0
12202,2,3,0,0,0,0,0,0,4,1,1
12203,2,4,0,1,0,0,1,0,2,1,1
12204,0,4,2,1,1,0,0,1,0,0,1
12205,0,3,1,0,3,2,1,0,0,1,0
12206,0,3,1,1,3,2,0,0,0,1,0
12207,1,5,0,0,0,1,0,0,0,0,3
12208,1,5,0,0,0,4,1,1,0,1,4
12209,1,4,1,0,4,0,1,0,0,0,3
12210,1,2,1,0,1,0,0,0,0,1,1
12211,2,3,1,1,4,0,1,1,5,0,0
12212,2,3,1,0,3,0,0,0,5,1,1
12213,1,4,1,0,3,3,0,1,5,1,2
12214,1,3,1,1,3,0,1,0,5,0,3
12215,1,3,1,1,3,4,0,0,5,1,3
12216,1,3,1,0,4,1,1,0,1,1,1
12217,1,4,0,0,2,0,0,0,1,0,4
12218,1,2,0,1,0,1,1,1,2,1,3
12219,1,2,0,0,4,0,1,1,4,1,0
12220,1,3,0,1,0,0,1,1,4,0,0
12221,1,4,0,0,4,0,1,0,4,1,0
12222,2,3,0,1,0,1,1,1,3,1,3
12223,2,2,0,1,0,0,1,0,4,0,3
12224,2,3,1,1,1,0,0,1,0,1,1
12225,0,4,2,0,3,4,0,1,2,1,2
12226,0,4,0,0,0,1,1,0,5,1,3
12227,0,2,0,1,0,1,1,0,5,0,4
12228,0,3,1,0,3,4,0,0,5,1,3
12229,2,3,0,1,2,3,0,0,2,1,2
12230,0,3,1,1,3,4,0,0,0,1,0
12231,1,3,1,1,4,0,0,0,0,0,3
12232,1,3,1,1,4,0,0,0,0,0,3
12233,1,2,0,1,2,0,1,0,0,0,3
12234,1,2,2,0,3,2,0,1,0,1,4
12235,0,2,0,1,0,0,0,0,0,1,0
12236,2,3,1,0,3,3,1,0,5,1,1
12237,2,5,1,1,1,1,0,0,5,0,0
12238,1,4,1,0,3,4,1,1,5,1,3
12239,1,3,2,1,1,0,1,1,5,0,1
12240,1,3,0,0,2,0,0,0,5,0,2
12241,1,3,1,0,3,3,0,1,5,1,3
12242,1,2,1,0,4,4,0,0,5,1,3
12243,1,3,1,0,3,1,0,0,5,0,2
12244,1,5,0,0,3,2,1,0,5,0,2
12245,1,4,1,1,1,1,1,1,1,1,0
12246,1,3,0,1,2,3,1,0,3,0,2
12247,1,5,0,1,2,3,0,0,2,1,3
12248,1,3,0,0,0,0,0,0,2,1,1
12249,2,5,2,0,1,4,0,1,2,1,0
12250,2,2,0,1,2,3,1,1,0,1,2
12251,2,3,1,0,3,2,0,0,0,1,0
12252,2,2,2,1,3,2,1,1,0,1,4
12253,2,3,2,1,1,0,1,0,0,1,1
12254,0,2,1,0,1,0,0,0,0,1,1
12255,0,3,0,1,2,0,0,1,4,1,4
12256,0,2,0,1,2,1,0,0,2,0,4
12257,0,4,0,0,4,0,1,0,2,1,0
12258,0,4,2,0,3,0,1,1,4,1,3
12259,0,5,1,1,3,2,0,1,3,1,2
12260,0,2,0,1,2,0,0,1,4,1,2
12261,1,2,1,0,4,0,0,0,2,1,1
12262,0,4,1,1,3,0,1,1,1,0,3
12263,0,3,3,0,1,0,0,0,5,1,1
12264,0,3,0,1,4,1,1,0,1,0,1
12265,0,5,1,0,1,1,0,0,5,1,0
12266,0,3,0,1,3,3,0,0,5,0,0
12267,2,4,1,0,3,3,1,1,3,0,2
12268,1,5,0,0,0,4,0,1,0,1,4
12269,1,3,1,1,3,4,1,0,0,0,0
12270,0,2,0,1,2,3,1,1,0,0,2
12271,2,3,1,1,4,0,0,1,1,0,0
12272,2,3,1,0,4,3,1,0,1,1,3
12273,2,3,1,1,4,3,1,1,5,1,0
12274,2,3,1,0,3,3,1,0,1,1,1
12275,2,3,1,1,4,3,0,1,5,1,0
12276,1,4,1,0,3,0,0,0,1,1,0
12277,1,3,1,0,3,0,0,0,5,1,1
12278,1,3,1,0,4,1,0,1,5,1,1
12279,1,2,0,1,2,3,0,0,4,0,3
12280,1,3,0,1,2,3,1,1,4,0,3
12281,1,4,0,0,0,0,1,0,2,1,1
12282,2,2,1,0,1,0,1,0,0,0,1
12283,1,2,0,0,0,0,0,0,2,0,3
12284,0,3,0,1,2,0,1,1,4,1,3
12285,0,2,0,0,0,0,1,0,4,1,0
12286,0,2,0,1,2,1,0,0,3,0,2
12287,0,2,1,0,4,0,0,0,4,1,1
12288,1,3,0,1,0,1,0,0,2,0,0
12289,0,5,1,0,1,2,1,0,5,1,0
12290,0,2,0,1,4,4,0,0,5,1,2
12291,2,3,0,0,2,1,1,0,3,0,2
12292,2,3,0,0,2,0,0,0,4,0,4
12293,2,5,0,0,0,0,0,0,4,1,0
12294,1,4,1,1,4,4,0,0,0,1,2
12295,0,2,0,1,2,3,0,0,0,1,3
12296,1,4,1,0,4,4,1,0,5,1,4
12297,1,2,0,1,4,1,0,0,5,0,2
12298,1,3,0,0,4,0,1,1,2,1,0
12299,1,3,0,1,0,0,0,1,4,0,0
12300,2,4,1,1,3,2,0,1,2,1,3
12301,1,3,0,1,2,3,1,1,4,1,3
12302,0,3,0,1,2,0,1,1,4,1,2
12303,0,2,0,1,2,3,1,0,3,0,2
12304,0,4,3,0,3,0,0,1,4,1,2
12305,1,5,2,1,3,0,1,1,4,0,2
12306,0,5,1,0,3,1,0,1,5,1,3
12307,0,5,1,0,1,1,1,0,1,0,1
12308,0,3,1,1,3,0,1,0,5,0,1
12309,0,5,1,0,1,4,1,0,5,1,1
12310,0,2,0,0,4,4,0,0,1,1,2
12311,0,4,0,0,0,1,0,0,1,1,3
12312,0,2,1,1,4,1,1,0,5,0,3
12313,0,2,0,0,4,0,0,0,5,0,2
12314,0,5,1,0,4,3,1,1,1,1,4
12315,0,2,1,1,4,0,1,0,5,0,3
12316,0,2,1,1,3,0,1,1,5,0,0
12317,2,4,0,0,4,0,1,0,2,1,0
12318,0,3,2,1,1,1,1,0,0,0,1
12319,0,3,1,0,3,4,0,1,0,1,0
12320,1,4,1,0,4,0,0,0,0,1,3
12321,2,5,1,1,3,1,0,1,5,0,3
12322,2,5,1,1,3,3,1,1,5,0,2
12323,2,3,2,0,1,1,0,0,5,1,0
12324,1,4,1,0,3,3,0,1,1,1,1
12325,1,4,1,0,3,3,0,0,5,1,0
12326,1,2,1,0,4,4,1,0,5,1,3
12327,1,3,1,0,4,1,0,1,5,1,1
12328,1,2,0,1,4,1,0,0,5,0,3
12329,1,2,0,1,0,0,1,0,2,0,3
12330,1,4,0,0,4,0,0,0,4,1,0
12331,1,3,0,1,2,0,1,1,4,1,2
12332,2,3,1,0,3,0,0,0,0,1,0
12333,0,5,0,1,2,0,0,0,3,1,3
12334,0,3,0,0,4,0,0,1,2,1,0
12335,0,4,2,0,3,4,1,1,2,1,3
12336,0,5,1,0,1,4,0,1,3,1,2
12337,0,4,2,0,3,4,1,1,3,1,3
12338,0,2,0,1,0,0,1,0,4,1,1
12339,0,5,0,1,2,0,0,0,3,1,3
12340,0,3,0,1,0,1,1,1,4,1,3
12341,0,4,0,1,2,1,1,1,2,0,3
12342,0,4,0,0,0,1,0,0,5,1,3
12343,0,5,1,1,1,4,0,0,1,1,1
12344,0,2,2,0,1,3,0,1,5,1,0
12345,0,5,1,0,3,3,1,1,5,1,3
12346,0,4,1,0,3,0,1,0,0,0,0
12347,0,4,1,0,4,4,1,0,0,1,2
12348,1,3,1,1,4,0,0,0,0,0,3
12349,1,5,0,0,1,0,0,0,0,1,0
12350,2,3,1,0,3,3,0,0,1,1,1
12351,2,5,2,1,1,0,1,1,5,0,1
12352,2,5,1,0,4,0,1,0,5,1,1
12353,1,4,1,0,3,3,0,1,5,1,0
12354,1,4,1,0,3,3,1,1,5,1,3
12355,1,2,1,1,3,4,1,0,5,1,3
12356,1,5,1,0,1,3,0,1,5,1,0
12357,1,2,1,0,4,0,0,1,5,1,0
12358,1,2,1,0,4,4,0,0,5,1,3
12359,1,3,0,0,0,0,1,0,2,1,3
12360,1,4,0,0,4,0,0,0,3,1,0
12361,2,4,1,1,4,4,1,0,0,1,3
12362,0,3,0,0,0,0,0,0,2,1,0
12363,0,4,1,0,1,4,1,1,3,1,2
12364,1,3,0,0,0,1,0,1,2,1,3
12365,0,2,1,0,4,0,0,0,5,1,3
12366,0,4,0,0,0,0,1,0,5,1,3
12367,0,4,0,0,0,1,0,0,5,1,3
12368,0,3,1,0,4,1,1,0,5,1,1
12369,0,3,1,1,3,3,1,0,5,1,1
12370,0,3,1,0,3,0,0,0,5,1,1
12371,2,2,0,1,2,3,0,1,3,0,3
12372,0,3,1,0,3,2,1,1,0,1,0
12373,0,4,2,0,1,0,1,1,0,1,1
12374,1,3,1,1,4,4,0,0,0,1,3
12375,1,5,0,0,1,0,1,0,0,0,0
12376,1,5,0,1,1,4,1,0,0,1,0
12377,1,2,2,1,1,2,1,1,0,1,2
12378,2,5,1,1,1,4,0,0,5,1,1
12379,1,3,1,1,3,0,1,0,5,0,3
12380,1,5,0,0,3,4,0,0,5,1,2
12381,1,3,1,0,4,0,1,1,5,1,1
12382,1,5,1,0,1,1,1,0,5,1,1
12383,1,2,0,1,0,0,0,1,2,1,3
12384,2,4,3,1,1,0,0,1,4,0,0
12385,2,5,0,1,4,4,0,0,0,1,2
12386,2,2,2,0,3,2,1,1,0,0,4
12387,1,4,0,0,4,0,1,0,4,1,0
12388,1,2,0,1,2,3,1,1,4,1,3
12389,2,2,1,0,1,0,0,0,0,0,1
12390,2,3,1,1,3,0,1,1,0,0,0
12391,0,2,0,0,4,0,1,1,4,1,0
12392,0,2,0,0,0,0,1,0,3,1,1
12393,0,5,0,0,0,0,0,0,2,1,0
12394,0,2,0,0,2,1,1,0,4,0,2
12395,0,3,1,1,4,3,0,1,1,1,0
12396,0,3,2,1,1,4,0,1,5,1,0
12397,0,2,1,1,3,4,1,0,5,1,3
12398,0,2,1,0,3,4,0,0,5,1,3
12399,0,3,1,0,3,0,1,0,5,1,1
12400,0,3,1,0,3,1,0,1,0,1,0
12401,1,4,1,1,4,0,1,0,0,0,3
12402,1,5,0,0,4,4,1,0,0,1,3
12403,1,5,0,1,1,0,1,0,0,0,0
12404,1,2,0,1,0,0,1,0,0,1,0
12405,2,3,1,1,3,3,1,0,5,1,1
12406,2,3,0,0,4,0,1,1,5,1,0
12407,2,3,1,1,3,0,1,0,5,0,1
12408,2,5,1,1,4,3,0,1,5,0,4
12409,2,3,1,1,3,0,1,0,5,0,1
12410,2,3,1,0,4,0,1,1,5,0,0
12411,2,5,2,0,1,0,0,1,1,1,0
12412,1,2,0,1,0,1,0,1,5,1,3
12413,1,2,0,0,4,4,0,0,5,1,3
12414,1,5,0,1,2,1,0,0,5,1,2
12415,1,2,1,1,1,0,0,0,5,0,0
12416,1,2,1,0,4,1,0,0,5,0,3
12417,1,3,1,1,4,0,0,0,4,0,1
12418,1,2,0,1,0,0,1,0,2,1,1
12419,1,3,0,0,0,0,0,0,2,1,0
12420,1,4,0,1,0,0,1,0,3,0,3
12421,1,2,0,1,0,0,1,0,2,0,3
12422,2,2,0,1,2,1,1,1,0,0,2
12423,2,5,0,1,0,1,1,0,0,0,3
12424,0,2,0,1,2,3,0,1,0,0,2
12425,0,2,0,1,2,1,0,1,0,0,2
12426,1,4,0,0,0,0,1,0,4,1,1
12427,0,3,0,1,2,0,0,1,2,1,2
12428,0,4,0,0,2,3,0,0,4,1,3
12429,0,3,0,0,4,0,0,1,4,1,0
12430,0,3,0,1,2,0,1,1,3,1,4
12431,1,4,1,1,3,4,0,1,5,1,3
12432,0,3,3,0,1,3,1,1,5,0,0
12433,0,3,1,0,4,4,1,0,5,1,4
12434,0,3,1,0,1,0,1,0,5,0,0
12435,2,4,0,1,0,3,0,0,4,1,3
12436,2,2,0,1,0,3,1,0,4,1,3
12437,2,4,3,0,3,0,1,1,4,1,2
12438,1,2,1,0,3,1,0,1,0,1,0
12439,1,3,2,1,3,2,0,1,0,0,4
12440,1,5,0,0,0,1,1,1,0,1,4
12441,1,4,2,1,1,0,0,0,0,0,0
12442,1,2,0,0,2,0,0,0,0,1,3
12443,1,2,2,0,1,0,1,0,0,1,1
12444,1,2,0,0,2,0,0,0,0,1,3
12445,0,3,2,1,1,0,1,0,0,1,1
12446,0,2,1,0,3,2,0,1,0,1,0
12447,0,3,2,0,1,2,0,1,0,1,2
12448,2,2,1,1,3,0,1,0,5,1,1
12449,2,3,1,1,4,0,0,1,1,0,0
12450,2,3,1,1,4,0,0,1,5,0,0
12451,1,5,0,1,2,1,1,1,5,1,2
12452,1,4,0,1,0,1,0,0,5,1,3
12453,1,5,1,0,3,3,0,1,5,1,3
12454,1,5,1,0,3,3,0,1,5,1,2
12455,1,3,1,0,4,0,0,1,5,1,0
12456,1,2,1,0,4,4,0,0,5,1,3
12457,2,4,0,0,4,0,0,0,2,1,0
12458,2,3,0,0,2,3,0,1,2,1,2
12459,2,3,0,0,0,0,0,0,3,1,1
12460,1,3,0,1,2,3,1,1,4,1,3
12461,2,5,1,0,1,0,1,0,0,1,1
12462,2,4,1,1,4,1,1,0,0,0,2
12463,0,2,0,1,2,1,1,0,4,0,4
12464,0,3,0,0,0,1,0,0,4,1,0
12465,0,5,2,0,1,2,0,1,2,1,0
12466,0,3,0,0,4,0,0,0,2,1,0
12467,0,2,0,1,0,1,1,1,2,1,3
12468,1,4,0,0,4,0,1,0,3,1,0
12469,1,3,3,0,3,0,1,1,4,1,2
12470,0,3,0,1,0,1,1,1,2,1,3
12471,0,3,0,1,2,0,1,1,4,1,2
12472,0,5,0,0,2,0,1,0,3,1,3
12473,1,4,0,1,2,0,0,0,4,0,3
12474,0,4,0,0,2,1,1,0,5,1,2
12475,0,5,1,1,1,4,1,0,5,1,1
12476,0,2,1,1,4,4,0,0,5,1,3
12477,0,3,2,1,3,4,1,1,5,1,3
12478,0,4,1,0,3,3,1,1,5,1,0
12479,0,4,1,0,3,0,0,0,5,1,1
12480,2,5,0,1,2,0,1,0,2,1,3
12481,2,3,0,1,2,1,0,0,3,0,2
12482,2,3,0,1,2,0,0,1,3,0,2
12483,2,2,0,1,2,0,0,0,4,0,4
12484,2,3,0,0,0,0,1,1,3,1,3
12485,0,2,1,1,3,0,0,0,0,0,0
12486,1,4,1,1,3,0,0,1,0,0,0
12487,0,2,0,1,2,0,0,0,0,0,3
12488,0,5,0,0,4,4,1,0,0,1,3
12489,2,2,1,0,4,0,0,0,5,1,3
12490,2,3,1,0,4,3,1,1,5,1,0
12491,2,2,1,0,4,3,0,1,5,1,0
12492,1,3,1,0,4,3,0,1,1,1,0
12493,1,5,1,0,3,3,1,1,5,0,3
12494,1,4,1,1,4,4,0,0,5,1,4
12495,1,4,1,0,3,1,1,0,5,0,2
12496,1,3,2,0,1,0,1,1,5,1,0
12497,1,3,1,0,3,0,0,0,5,1,1
12498,1,4,0,0,4,0,1,0,2,1,0
12499,2,4,2,0,3,0,1,1,4,1,3
12500,2,4,2,0,3,4,0,1,3,1,3
12501,2,5,1,1,3,2,0,0,3,1,3
12502,1,3,0,0,3,0,1,0,3,0,0
12503,1,3,0,1,0,0,1,1,3,1,3
12504,0,3,0,0,0,0,1,0,2,1,0
12505,0,5,0,1,2,1,0,0,3,1,3
12506,0,5,0,1,2,1,1,0,3,1,3
12507,0,4,0,0,2,0,0,0,2,1,3
12508,1,3,0,1,2,0,1,0,4,0,3
12509,1,2,0,1,0,1,1,1,3,1,3
12510,1,3,0,1,0,0,0,1,2,0,0
12511,0,4,0,0,0,0,0,0,5,1,3
12512,0,4,0,0,0,1,0,0,5,1,3
12513,0,4,1,0,3,0,1,0,1,1,1
12514,0,5,0,1,3,4,1,0,1,0,2
12515,0,4,0,0,1,1,1,0,0,0,0
12516,0,3,1,1,3,4,0,0,0,0,2
12517,1,3,2,1,1,1,0,0,0,0,1
12518,1,2,0,1,2,1,0,1,0,0,2
12519,1,4,1,1,4,1,0,0,0,0,3
12520,1,2,0,0,2,3,0,0,0,1,3
12521,1,3,2,0,1,2,0,1,0,1,2
12522,2,4,0,0,0,3,1,0,5,1,2
12523,2,3,1,0,3,0,1,1,1,1,3
12524,1,3,2,0,1,3,1,1,5,1,0
12525,1,4,1,0,3,0,1,1,5,1,3
12526,1,4,1,0,3,3,1,1,5,1,3
12527,1,3,0,1,2,3,0,0,4,1,2
12528,1,4,0,1,2,3,1,0,4,1,3
12529,1,3,0,1,0,3,1,0,3,1,3
12530,2,3,0,1,0,1,1,1,3,1,3
12531,2,4,1,1,4,4,0,0,0,1,3
12532,2,4,1,0,3,4,1,0,0,1,0
12533,2,2,3,0,1,0,1,1,0,1,0
12534,2,2,3,0,1,0,1,1,0,1,0
12535,2,3,1,1,3,0,0,0,0,0,0
12536,2,4,1,0,4,1,1,0,0,0,2
12537,0,2,2,0,1,2,0,1,0,1,4
12538,0,3,0,1,2,0,0,1,4,1,2
12539,0,3,0,1,2,1,1,0,4,0,2
12540,0,3,1,1,4,0,1,1,5,0,0
12541,0,3,1,1,3,0,0,1,1,0,3
12542,0,4,0,0,0,1,0,0,1,1,3
12543,0,3,1,1,4,4,0,0,5,1,3
12544,0,3,1,0,1,1,0,0,5,1,0
12545,0,2,2,0,1,0,0,0,0,1,1
12546,1,3,1,1,3,0,0,1,0,0,0
12547,1,5,0,0,0,1,1,0,0,0,3
12548,1,5,0,1,0,1,0,0,0,0,3
12549,1,2,1,1,1,0,0,0,0,1,1
12550,2,4,1,1,1,4,0,0,5,1,1
12551,2,2,2,0,1,0,1,0,5,1,1
12552,2,5,1,1,1,2,0,0,5,1,0
12553,2,4,1,1,3,1,1,1,5,0,3
12554,2,5,1,0,1,1,0,0,1,1,0
12555,1,2,1,1,3,0,0,0,5,0,1
12556,1,3,1,0,3,3,0,1,5,1,0
12557,1,2,1,1,4,4,1,0,5,1,3
12558,1,3,0,0,0,0,0,0,3,1,0
12559,2,2,0,0,2,0,1,0,0,1,2
12560,2,3,1,0,1,0,0,1,0,1,1
12561,2,3,2,0,3,2,1,1,0,1,4
12562,2,3,1,1,3,2,1,0,0,0,0
12563,2,3,1,1,3,2,0,1,0,1,0
12564,0,3,0,0,0,0,0,0,4,1,1
12565,0,3,0,1,0,0,1,0,4,1,1
12566,0,4,0,1,0,0,0,0,4,1,0
12567,0,3,0,0,2,1,0,1,2,1,3
12568,0,3,1,1,4,0,1,1,5,0,0
12569,2,3,0,0,0,0,0,0,3,1,1
12570,2,2,0,1,2,0,1,1,4,1,2
12571,2,2,0,1,0,0,0,0,3,1,1
12572,2,2,0,1,0,3,0,0,2,0,3
12573,0,3,1,1,3,0,0,1,0,0,0
12574,1,5,0,0,4,4,1,0,0,1,3
12575,1,4,1,1,3,4,1,0,0,1,0
12576,1,5,0,0,1,0,0,0,0,1,0
12577,1,3,2,1,1,0,0,0,0,1,1
12578,0,4,1,1,4,1,1,0,0,0,2
12579,1,2,1,1,3,2,1,0,0,1,0
12580,0,2,0,1,2,3,1,0,0,1,3
12581,2,3,0,0,4,1,0,0,5,1,2
12582,2,2,2,1,1,0,0,1,5,0,0
12583,2,3,1,1,3,0,1,0,5,0,1
12584,1,3,1,1,4,0,1,1,1,0,0
12585,1,3,1,0,3,3,1,1,5,0,3
12586,1,2,1,0,3,3,1,0,5,1,1
12587,1,3,1,0,4,4,0,0,5,1,3
12588,1,5,0,0,3,4,1,0,5,0,3
12589,1,3,1,0,4,3,1,0,5,1,3
12590,1,2,0,1,0,3,0,0,3,0,3
12591,1,2,0,1,0,0,0,0,2,0,3
12592,2,4,1,0,3,3,0,1,2,0,3
12593,2,4,2,0,3,2,0,1,2,1,3
12594,2,5,1,0,1,4,0,1,3,0,2
12595,2,2,0,1,2,0,1,0,0,1,3
12596,2,3,2,0,3,2,1,1,0,1,4
12597,2,3,2,0,3,2,0,1,0,1,4
12598,2,5,1,1,1,0,0,0,0,0,1
12599,0,3,0,1,0,0,1,0,3,1,0
12600,0,4,0,1,2,0,0,0,3,1,3
12601,0,4,2,0,3,4,1,1,2,1,2
12602,0,4,1,1,3,2,0,1,3,1,2
12603,0,5,2,1,3,0,1,1,4,0,2
12604,0,3,0,0,4,0,0,0,3,1,0
12605,1,3,0,1,0,0,1,0,3,1,0
12606,0,3,1,1,4,1,0,0,5,1,1
12607,0,2,0,1,4,4,1,0,5,1,2
12608,0,4,1,0,3,0,1,0,5,0,0
12609,0,2,1,1,4,0,1,0,5,0,3
12610,2,3,0,0,4,0,0,0,2,1,0
12611,0,3,1,1,1,0,0,1,0,1,1
12612,0,3,2,0,3,2,0,1,0,1,4
12613,1,3,1,0,1,0,1,1,0,0,1
12614,1,5,0,0,1,0,0,0,0,1,0
12615,1,2,0,1,2,0,0,0,0,1,2
12616,1,4,1,1,3,4,0,0,0,1,0
12617,1,2,0,1,2,1,1,1,0,0,2
12618,1,4,0,0,0,4,0,1,0,1,4
12619,1,2,1,1,3,2,1,0,0,1,0
12620,0,3,1,0,3,1,1,0,0,1,0
12621,2,3,1,0,3,0,1,0,1,1,1
12622,2,5,1,0,1,4,0,0,5,1,1
12623,2,3,1,0,4,1,1,0,5,1,1
12624,1,4,1,0,4,0,0,0,5,1,3
12625,1,2,1,1,3,1,1,0,5,0,3
12626,1,2,1,1,3,1,0,0,5,0,3
12627,1,3,0,1,0,0,1,1,4,0,0
12628,1,3,0,1,0,1,1,0,2,1,0
12629,1,5,1,1,3,3,0,0,2,0,3
12630,1,3,0,0,0,0,0,0,4,0,1
12631,1,2,0,0,2,0,1,1,4,1,2
12632,1,2,0,1,2,1,1,0,3,1,4
12633,1,2,1,1,4,0,1,0,4,0,1
12634,2,3,0,1,2,3,1,0,3,1,2
12635,2,3,1,0,3,0,0,0,0,1,0
12636,2,2,1,1,1,0,0,0,0,1,1
12637,1,4,0,0,0,0,0,0,2,1,1
12638,0,4,2,0,3,4,1,1,2,1,4
12639,0,3,0,1,0,0,1,0,4,1,0
12640,0,3,0,0,0,0,0,1,3,0,3
12641,0,2,1,1,3,4,1,0,5,1,3
12642,0,2,0,0,4,4,1,0,5,1,2
12643,0,3,3,0,1,0,0,1,5,1,0
12644,0,3,2,0,3,4,0,1,5,1,2
12645,0,3,1,1,4,4,0,1,5,1,0
12646,0,5,1,1,1,4,1,0,5,1,1
12647,2,3,3,0,1,0,1,1,4,1,0
12648,0,3,1,1,3,0,1,0,0,0,0
12649,0,2,2,0,3,2,1,1,0,1,4
12650,1,5,0,0,1,4,1,0,0,1,0
12651,1,3,1,1,3,0,0,0,0,1,0
12652,1,5,1,1,1,4,1,0,0,1,1
12653,0,4,1,1,4,4,0,0,0,1,2
12654,0,2,0,1,2,1,1,1,0,0,2
12655,0,3,1,0,3,3,0,0,0,1,0
12656,2,3,1,0,3,0,0,0,5,0,1
12657,1,2,0,1,4,0,0,0,5,0,2
12658,1,3,1,1,3,3,1,0,5,0,0
12659,1,3,1,0,3,3,1,1,5,1,0
12660,1,5,1,0,1,3,1,1,5,1,0
12661,1,5,0,0,3,4,0,0,5,0,3
12662,1,2,0,1,2,1,1,0,4,1,4
12663,1,5,2,0,1,2,0,1,2,1,0
12664,1,2,0,0,0,1,0,0,4,0,3
12665,1,2,0,0,4,0,0,1,4,1,0
12666,2,5,2,1,1,2,0,1,2,1,0
12667,2,4,3,1,3,0,1,1,4,0,2
12668,1,3,0,0,4,0,0,0,4,1,0
12669,0,3,0,0,0,0,0,0,4,1,0
12670,0,4,2,0,1,0,1,1,4,1,2
12671,0,5,1,0,1,4,1,1,5,1,0
12672,0,4,2,1,3,3,1,1,5,1,3
12673,2,3,0,1,2,1,0,1,3,0,2
12674,1,2,0,1,0,0,1,0,0,1,0
12675,1,2,2,1,1,3,0,0,0,0,1
12676,1,4,1,0,4,4,0,0,0,1,3
12677,1,2,0,1,2,0,1,0,0,0,2
12678,1,5,0,0,0,1,1,1,0,1,4
12679,1,2,0,0,2,0,0,0,0,0,3
12680,1,3,1,0,3,3,1,1,0,1,0
12681,1,2,2,0,1,0,1,1,0,1,0
12682,1,2,1,0,3,2,0,0,0,0,0
12683,1,2,1,1,3,2,1,0,0,1,0
12684,0,2,0,1,2,0,1,0,0,0,3
12685,2,3,1,0,3,4,0,0,1,1,3
12686,2,3,2,1,1,0,1,1,5,0,0
12687,2,3,1,1,3,0,0,0,1,0,1
12688,1,3,1,1,3,3,1,1,5,1,3
12689,1,5,1,0,1,1,0,0,5,1,0
12690,1,4,1,0,3,0,1,0,5,0,0
12691,1,3,0,0,4,4,1,0,5,1,0
12692,1,3,1,0,4,3,0,0,5,1,1
12693,1,5,1,0,1,3,1,1,5,0,0
12694,1,5,1,0,1,2,0,0,5,1,1
12695,1,2,0,1,0,0,1,0,2,0,0
12696,1,5,0,0,2,0,0,0,2,1,3
12697,1,3,0,0,2,1,1,0,3,0,2
12698,1,2,0,1,2,1,1,0,2,1,4
12699,1,3,0,1,0,0,1,1,3,1,3
12700,2,3,1,0,3,2,0,0,0,1,0
12701,2,2,2,0,1,4,1,0,0,1,1
12702,2,2,0,1,2,3,0,1,0,1,2
12703,0,3,0,0,0,1,0,0,2,1,0
12704,0,4,2,0,3,4,1,1,3,1,3
12705,0,3,2,1,3,0,1,1,4,0,3
12706,0,5,0,0,2,0,0,0,2,1,3
12707,0,3,1,0,4,0,1,1,1,1,0
12708,0,5,1,1,4,3,0,1,5,0,4
12709,0,3,0,0,0,1,0,0,5,1,3
12710,0,5,1,0,1,4,1,0,5,1,1
12711,0,4,1,0,1,2,0,0,5,1,0
12712,0,3,0,1,4,2,0,1,5,1,2
12713,0,3,1,0,4,3,1,1,5,1,0
12714,2,4,0,0,0,0,0,0,4,1,1
12715,0,3,1,1,3,0,1,0,0,0,0
